"26","King Kong ","201","Color","English","New Zealand"
"33","Iron Man 3 ","195","Color","English","USA"
"27","Titanic ","194","Color","English","USA"
"24","The Hobbit: The Desolation of Smaug ","186","Color","English","USA"
"11","Batman v Superman: Dawn of Justice ","183","Color","English","USA"
"100","The Hobbit: An Unexpected Journey ","182","Color","English","USA"
"1","Avatar","178","Color","English","USA"
"77","Waterworld ","176","Color","English","USA"
"18","The Avengers ","173","Color","English","USA"
"97","Interstellar ","169","Color","English","USA"
"12","Superman Returns ","169","Color","English","USA"
"2","Pirates of the Caribbean: At World's End ","169","Color","English","USA"
"38","Transformers: Age of Extinction ","165","Color","English","USA"
"21","The Hobbit: The Battle of the Five Armies ","164","Color","English","New Zealand"
"4","The Dark Knight Rises ","164","Color","English","USA"
"61","2012 ","158","Color","English","USA"
"23","Robin Hood ","156","Color","English","USA"
"7","Spider-Man 3 ","156","Color","English","USA"
"54","Transformers: Dark of the Moon ","154","Color","English","USA"
"22","The Amazing Spider-Man ","153","Color","English","USA"
"10","Harry Potter and the Half-Blood Prince ","153","Color","English","UK"
"67","The Dark Knight ","152","Color","English","USA"
"14","Pirates of the Caribbean: Dead Man's Chest ","151","Color","English","USA"
"65","The Chronicles of Narnia: The Lion the Witch and the Wardrobe ","150","Color","English","USA"
"37","Transformers: Revenge of the Fallen ","150","Color","English","USA"
"17","The Chronicles of Narnia: Prince Caspian ","150","Color","English","USA"
"15","The Lone Ranger ","150","Color","English","USA"
"48","X-Men: Days of Future Past ","149","Color","English","USA"
"98","Inception ","148","Color","English","USA"
"3","Spectre ","148","Color","English","UK"
"28","Captain America: Civil War ","147","Color","English","USA"
"66","X-Men: Apocalypse ","144","Color","English","USA"
"51","The Great Gatsby ","143","Color","English","Australia"
"31","Skyfall ","143","Color","English","UK"
"16","Man of Steel ","143","Color","English","USA"
"40","The Amazing Spider-Man 2 ","142","Color","English","USA"
"9","Avengers: Age of Ultron ","141","Color","English","USA"
"46","Furious 7 ","140","Color","English","USA"
"19","Pirates of the Caribbean: On Stranger Tides ","136","Color","English","USA"
"87","Captain America: The Winter Soldier ","136","Color","English","USA"
"32","Spider-Man 2 ","135","Color","English","USA"
"6","John Carter ","132","Color","English","USA"
"82","Snow White and the Huntsman ","132","Color","English","USA"
"49","Star Trek Into Darkness ","132","Color","English","USA"
"29","Battleship ","131","Color","English","USA"
"53","Pacific Rim ","131","Color","English","USA"
"39","Oz the Great and Powerful ","130","Color","English","USA"
"84","Dawn of the Planet of the Apes ","130","Color","English","USA"
"89","Tomorrowland ","130","Color","English","USA"
"86","47 Ronin ","128","Color","English","USA"
"63","Jupiter Ascending ","127","Color","English","USA"
"70","Iron Man ","126","Color","English","USA"
"71","Hugo ","126","Color","English","USA"
"41","TRON: Legacy ","125","Color","English","USA"
"30","Jurassic World ","124","Color","English","USA"
"81","Iron Man 2 ","124","Color","English","USA"
"43","Green Lantern ","123","Color","English","USA"
"47","World War Z ","123","Color","English","USA"
"74","Suicide Squad ","123","Color","English","USA"
"55","Indiana Jones and the Kingdom of the Crystal Skull ","122","Color","English","USA"
"58","Star Trek Beyond ","122","Color","English","USA"
"96","Guardians of the Galaxy ","121","Color","English","USA"
"93","Independence Day: Resurgence ","120","Color","English","USA"
"99","Godzilla Resurgence ","120","Color","Japanese","Japan"
"45","Terminator Salvation ","118","Color","English","USA"
"78","G.I. Joe: The Rise of Cobra ","118","Color","English","USA"
"52","Prince of Persia: The Sands of Time ","116","Color","English","USA"
"50","Jack the Giant Slayer ","114","Color","English","USA"
"25","The Golden Compass ","113","Color","English","USA"
"76","Edge of Tomorrow ","113","Color","English","USA"
"73","The Mummy: Tomb of the Dragon Emperor ","112","Color","English","USA"
"64","The Legend of Tarzan ","110","Color","English","USA"
"85","The Lovers ","109","Color","English","Belgium"
"95","Terminator 3: Rise of the Machines ","109","Color","English","USA"
"34","Alice in Wonderland ","108","Color","English","USA"
"13","Quantum of Solace ","106","Color","English","UK"
"42","Cars 2 ","106","Color","English","USA"
"72","Wild Wild West ","106","Color","English","USA"
"80","The Jungle Book ","106","Color","English","UK"
"20","Men in Black 3 ","106","Color","English","USA"
"35","X-Men: The Last Stand ","104","Color","English","Canada"
"36","Monsters University ","104","Color","English","USA"
"44","Toy Story 3 ","103","Color","English","USA"
"90","Big Hero 6 ","102","Color","English","USA"
"91","Wreck-It Ralph ","101","Color","English","USA"
"8","Tangled ","100","Color","English","USA"
"92","The Polar Express ","100","Color","English","USA"
"59","WALL·E ","98","Color","English","USA"
"94","How to Train Your Dragon ","98","Color","English","USA"
"83","Maleficent ","97","Color","English","USA"
"62","A Christmas Carol ","96","Color","English","USA"
"68","Up ","96","Color","English","USA"
"75","Evan Almighty ","96","Color","English","USA"
"79","Inside Out ","95","Color","English","USA"
"69","Monsters vs. Aliens ","94","Color","English","USA"
"56","The Good Dinosaur ","93","Color","English","USA"
"57","Brave ","93","Color","English","USA"
"88","Shrek Forever After ","93","Color","English","USA"
"60","Rush Hour 3 ","91","Color","English","USA"
"5","Star Wars: Episode VII - The Force Awakens             ","0","0","0","0"
